CUSTID,COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,LEAVE
13130,one,41102,0,24,248538,142,0,4,avg,high,considering,STAY
13131,zero,32831,49,0,206590,168,5,11,very_sat,little,never_thought,STAY
13132,zero,86467,60,15,394453,340,3,4,very_unsat,little,never_thought,LEAVE
13133,one,113181,0,0,391341,531,0,12,very_sat,very_little,considering,STAY
13134,one,43650,34,0,829018,238,10,13,very_unsat,very_high,considering,STAY
13135,one,47221,125,0,194170,825,18,11,very_unsat,little,considering,LEAVE
13136,zero,95824,218,0,363034,271,17,8,very_unsat,high,actively_looking_into_it,LEAVE
13137,one,25124,62,75,289950,209,4,2,very_unsat,little,perhaps,STAY
13138,one,126184,186,0,360599,761,3,11,very_unsat,very_high,considering,LEAVE
13139,one,70350,70,0,458669,303,5,1,very_unsat,little,actively_looking_into_it,STAY
13141,zero,153026,170,0,232263,421,21,15,very_unsat,little,actively_looking_into_it,LEAVE
13143,one,129840,171,0,218852,777,19,11,very_unsat,little,actively_looking_into_it,STAY
13144,one,132290,181,0,906316,877,22,13,avg,little,no,LEAVE
13145,zero,88476,0,17,413809,331,1,6,very_sat,very_high,considering,STAY
13147,one,23799,66,19,993320,169,5,4,unsat,little,actively_looking_into_it,STAY
13148,zero,132516,0,30,443690,239,1,2,very_sat,little,no,STAY
13149,one,87756,191,84,402831,301,27,1,avg,little,considering,LEAVE
13150,zero,71022,0,62,299716,279,1,1,very_unsat,very_high,actively_looking_into_it,LEAVE
13151,zero,133615,175,0,194450,223,15,13,unsat,little,considering,LEAVE
13152,zero,126512,239,56,313029,891,16,1,avg,high,considering,STAY
13153,one,28660,51,7,487293,358,3,8,very_sat,little,no,STAY
13154,zero,105678,0,8,417986,883,0,5,very_unsat,little,never_thought,LEAVE
13155,zero,113836,177,24,593408,537,25,1,unsat,very_little,considering,STAY
13156,one,63338,0,0,569078,347,1,15,very_sat,very_little,considering,STAY
13157,one,69795,67,0,571007,280,0,9,avg,avg,actively_looking_into_it,LEAVE
13158,zero,119475,0,76,376154,450,0,2,very_sat,high,no,STAY
13159,zero,66073,53,0,531423,335,5,14,avg,very_high,considering,LEAVE
13161,zero,25933,0,27,365145,164,1,1,unsat,little,actively_looking_into_it,LEAVE
13163,zero,157840,0,0,316206,571,0,15,very_sat,very_high,considering,STAY
13167,one,59344,0,76,706875,292,1,2,very_sat,little,actively_looking_into_it,STAY
13168,one,79590,0,24,565685,280,1,6,unsat,very_high,considering,STAY
13170,one,150322,0,0,298476,658,0,11,unsat,very_high,no,STAY
13171,zero,47635,0,0,227602,227,0,9,very_unsat,very_high,no,LEAVE
13172,one,107594,192,7,713423,714,19,2,very_unsat,very_little,no,LEAVE
13174,zero,130405,280,58,896068,279,21,2,very_unsat,very_little,considering,LEAVE
13175,zero,20770,0,0,295001,237,1,11,very_sat,very_high,actively_looking_into_it,LEAVE
13176,zero,66585,0,71,265504,271,24,1,sat,very_high,considering,LEAVE
13177,one,51346,0,0,716245,356,0,14,very_unsat,very_high,considering,LEAVE
13178,one,90386,71,23,680864,272,5,2,very_sat,little,considering,STAY
13182,zero,138606,0,87,362549,568,20,2,sat,little,considering,STAY
13183,one,129128,78,0,602938,657,4,14,very_unsat,little,considering,LEAVE
13184,one,45921,214,70,298370,162,24,2,very_unsat,avg,considering,LEAVE
13185,zero,139659,0,0,671950,404,1,4,very_unsat,little,considering,STAY
13186,one,23835,0,22,260160,151,0,6,very_sat,very_high,considering,STAY
13187,one,64154,71,10,470860,175,4,6,unsat,very_little,considering,STAY
13188,zero,54324,71,0,681625,398,4,15,very_sat,very_high,never_thought,STAY
13191,one,117668,169,0,893636,811,1,14,avg,very_little,never_thought,STAY
13192,one,129284,216,67,790888,621,10,2,very_sat,little,actively_looking_into_it,LEAVE
13193,one,70399,258,65,701250,306,27,1,very_unsat,very_high,considering,STAY
13195,one,23449,52,81,650513,208,3,4,very_unsat,high,considering,LEAVE
13197,one,105168,37,66,175364,457,3,2,very_unsat,little,considering,LEAVE
13198,zero,120359,74,11,245872,590,23,4,unsat,very_high,considering,STAY
13199,zero,37900,0,0,448856,236,1,9,very_sat,very_high,actively_looking_into_it,STAY
13200,zero,91056,214,37,707826,317,13,1,very_unsat,very_high,no,STAY
13201,zero,105530,0,34,272660,857,1,2,very_sat,very_high,actively_looking_into_it,LEAVE
13203,zero,44908,0,0,183939,186,0,9,unsat,very_little,actively_looking_into_it,LEAVE
13204,one,92472,0,24,987934,272,1,4,very_unsat,very_high,never_thought,STAY
13205,one,102216,0,89,922762,447,0,1,very_unsat,little,considering,STAY
13206,zero,96843,0,0,886848,321,0,8,avg,little,considering,STAY
13208,one,42170,0,18,366543,170,1,5,avg,high,considering,STAY
13209,zero,141589,46,79,696574,435,5,2,very_sat,very_high,no,LEAVE
13210,zero,78021,50,33,884617,314,5,2,very_unsat,high,considering,STAY
13211,one,42565,44,0,303683,178,4,8,sat,high,no,LEAVE
13212,one,49205,0,9,156066,240,1,1,very_unsat,little,actively_looking_into_it,LEAVE
13213,one,48872,78,68,214187,200,4,9,very_sat,very_little,never_thought,LEAVE
13214,zero,83560,37,0,469178,261,0,10,unsat,little,perhaps,STAY
13215,one,149802,62,0,574852,653,5,14,very_unsat,little,considering,LEAVE
13216,one,105015,60,30,426970,562,4,2,very_unsat,very_high,actively_looking_into_it,LEAVE
13217,zero,24766,177,8,174547,213,20,4,very_sat,little,no,LEAVE
13218,zero,63391,66,80,290078,275,4,2,unsat,little,actively_looking_into_it,STAY
13219,one,136716,76,52,202167,736,5,2,very_unsat,little,considering,LEAVE
13220,zero,21143,0,19,387995,222,0,5,very_sat,high,considering,STAY
13223,zero,110022,0,0,887233,198,1,10,unsat,very_little,no,STAY
13225,zero,84101,94,18,639482,311,3,5,very_unsat,very_little,actively_looking_into_it,STAY
13226,one,68247,0,0,757130,298,0,8,unsat,very_high,actively_looking_into_it,STAY
13227,zero,152158,53,0,606375,769,1,14,very_unsat,little,perhaps,LEAVE
13229,zero,48894,70,79,778250,229,4,1,very_unsat,very_high,actively_looking_into_it,STAY
13230,one,95045,196,0,166660,274,25,10,very_unsat,little,considering,LEAVE
13232,one,77361,72,12,674329,261,3,4,very_unsat,little,actively_looking_into_it,STAY
13233,zero,68387,212,83,790926,250,15,1,unsat,very_high,no,LEAVE
13234,zero,47392,67,21,588182,213,5,5,unsat,very_high,no,STAY
13235,zero,70000,0,83,620731,321,1,1,very_unsat,very_little,considering,STAY
13236,one,123202,0,59,405501,555,3,1,very_sat,very_high,no,STAY
13238,one,87268,64,81,432619,338,4,1,very_unsat,little,considering,LEAVE
13241,one,34499,49,9,251088,131,5,6,avg,little,actively_looking_into_it,STAY
13243,one,113655,192,11,226950,892,29,5,very_unsat,little,considering,LEAVE
13246,zero,104534,0,16,199996,435,1,6,very_unsat,little,no,STAY
13247,one,23569,76,58,214055,205,4,2,very_unsat,little,actively_looking_into_it,LEAVE
13250,one,34518,172,82,213318,256,17,2,very_unsat,very_little,considering,LEAVE
13251,one,125064,0,15,372375,482,0,1,sat,very_high,no,STAY
13252,zero,139767,0,0,928423,582,0,9,unsat,very_little,no,STAY
13254,one,131797,225,0,459585,523,16,13,very_unsat,high,no,LEAVE
13255,zero,145979,0,75,873768,599,0,2,very_sat,little,considering,STAY
13256,one,123409,88,20,724833,559,3,5,unsat,very_high,never_thought,LEAVE
13257,zero,79246,226,52,722285,322,19,1,very_sat,very_little,no,STAY
13258,one,53581,234,0,584366,395,29,9,avg,very_little,never_thought,LEAVE
13259,one,125663,0,11,495433,850,1,5,very_sat,very_little,actively_looking_into_it,STAY
13260,one,114684,0,88,836028,881,0,1,very_unsat,avg,perhaps,LEAVE
13261,one,103612,228,71,964271,592,15,1,unsat,little,actively_looking_into_it,LEAVE
13262,zero,40608,0,11,684526,212,23,1,very_unsat,little,never_thought,STAY
13263,one,47398,0,15,434358,301,0,6,very_unsat,high,considering,STAY
13268,zero,71512,196,0,532545,326,24,9,very_sat,little,actively_looking_into_it,LEAVE
13271,zero,31148,186,18,215451,221,12,5,very_unsat,very_high,considering,STAY
13272,one,64625,0,14,176406,345,1,4,very_unsat,little,considering,STAY
13273,one,136426,195,23,241994,573,4,1,very_sat,very_high,considering,LEAVE
13274,zero,159934,165,14,290209,778,16,5,sat,very_high,never_thought,LEAVE
13275,zero,133097,173,19,925368,689,11,4,sat,very_little,actively_looking_into_it,LEAVE
13277,zero,53775,202,72,301988,843,5,2,very_sat,little,actively_looking_into_it,LEAVE
13278,zero,46098,80,0,421956,130,3,8,very_sat,very_little,no,LEAVE
13279,zero,91615,160,45,831749,359,14,2,very_unsat,very_high,never_thought,STAY
13280,one,78123,86,0,481414,591,5,10,very_unsat,very_high,no,STAY
13281,zero,106887,223,17,394606,351,10,5,avg,little,never_thought,STAY
13285,zero,32169,0,61,775897,177,1,2,very_sat,very_little,considering,LEAVE
13286,one,27717,211,31,669782,195,22,2,unsat,little,no,STAY
13289,one,107404,221,0,584831,636,15,13,very_unsat,very_high,actively_looking_into_it,LEAVE
13290,one,147479,0,13,425632,553,1,6,very_sat,little,considering,STAY
13291,zero,137927,209,0,201659,408,19,12,very_unsat,very_little,no,STAY
13292,zero,28024,214,23,803873,175,24,6,very_unsat,very_high,considering,STAY
13294,one,120320,71,16,620766,628,4,6,very_sat,little,considering,LEAVE
13295,one,64619,49,56,595215,280,5,1,very_unsat,very_little,never_thought,LEAVE
13297,zero,103029,0,35,897923,436,1,2,very_sat,very_high,actively_looking_into_it,LEAVE
13299,one,124242,45,0,259392,572,3,8,avg,little,considering,LEAVE
13300,one,83070,199,65,964845,331,23,2,unsat,very_high,actively_looking_into_it,STAY
13301,one,105002,182,17,606536,358,14,6,unsat,little,considering,LEAVE
13302,zero,61156,81,36,917727,301,5,1,very_unsat,little,no,STAY
13304,zero,30769,0,0,991214,141,1,13,very_sat,very_little,considering,LEAVE
13305,zero,30894,0,11,273138,177,10,6,very_unsat,avg,considering,STAY
13309,one,43861,0,38,505070,177,17,1,unsat,little,actively_looking_into_it,LEAVE
13310,zero,107009,0,0,580001,892,1,14,very_unsat,little,considering,LEAVE
13311,zero,84134,0,35,842186,385,0,1,very_unsat,little,no,STAY
13312,one,30487,205,8,919481,202,25,6,very_sat,little,never_thought,LEAVE
13316,one,38596,72,0,954940,177,3,12,very_sat,very_little,considering,LEAVE
13317,one,154264,77,8,245141,671,4,6,unsat,little,no,STAY
13318,zero,71442,126,70,447746,275,28,14,very_unsat,high,considering,LEAVE
13319,zero,84298,53,0,857930,363,3,5,very_unsat,little,never_thought,LEAVE
13321,one,82915,197,33,284511,368,21,1,very_unsat,very_high,considering,LEAVE
13323,zero,94421,73,10,855670,277,1,5,very_unsat,little,considering,STAY
13324,zero,120628,0,67,731222,854,1,2,very_unsat,very_high,actively_looking_into_it,STAY
13325,zero,37824,43,0,278604,144,3,9,very_unsat,little,actively_looking_into_it,LEAVE
13327,zero,88688,155,28,325931,294,1,2,very_sat,very_high,considering,LEAVE
13334,zero,149535,207,0,237677,275,19,12,unsat,little,considering,STAY
13336,zero,84707,0,0,239303,381,20,15,very_unsat,very_high,actively_looking_into_it,STAY
13339,zero,20301,198,9,775148,236,10,5,unsat,very_high,considering,STAY
13340,one,72780,201,18,203780,289,15,4,avg,little,never_thought,LEAVE
13341,one,47929,0,28,381762,152,0,1,avg,very_high,actively_looking_into_it,LEAVE
13342,one,41973,196,23,462562,210,4,6,very_sat,avg,no,LEAVE
13343,zero,153454,184,11,337386,854,27,10,unsat,little,actively_looking_into_it,LEAVE
13345,one,67221,172,0,638147,258,29,10,sat,very_high,no,STAY
13346,one,44639,154,0,250375,213,5,8,very_unsat,little,perhaps,STAY
13347,zero,35480,0,41,919009,203,0,2,very_sat,little,no,STAY
13348,zero,25237,0,0,261907,159,1,13,very_unsat,very_high,perhaps,LEAVE
13349,zero,143292,0,42,339826,808,0,2,unsat,very_little,actively_looking_into_it,LEAVE
13352,one,117871,195,60,473987,843,24,1,avg,little,considering,LEAVE
13354,zero,82931,0,77,987443,232,0,2,very_unsat,very_little,never_thought,STAY
13356,zero,130347,70,74,278961,808,5,1,very_unsat,little,considering,LEAVE
13357,zero,22171,0,0,647107,232,0,15,very_sat,little,considering,STAY
13359,zero,60393,0,71,307388,361,1,2,unsat,very_little,considering,LEAVE
13361,one,79131,198,5,256534,250,25,6,very_sat,avg,considering,STAY
13363,one,50516,222,9,191645,252,28,5,very_sat,little,perhaps,STAY
13364,one,129367,71,40,311522,721,3,5,sat,little,actively_looking_into_it,LEAVE
13365,one,136741,70,25,268316,865,4,2,very_unsat,high,actively_looking_into_it,LEAVE
13367,zero,78178,0,0,223029,301,0,14,very_sat,very_little,no,LEAVE
13368,one,29086,181,0,367684,213,23,11,very_unsat,little,actively_looking_into_it,LEAVE
13369,zero,41868,201,0,954253,148,28,8,very_unsat,very_little,never_thought,STAY
13371,zero,106079,0,41,688666,668,0,1,very_sat,little,actively_looking_into_it,LEAVE
13372,one,111514,36,73,287640,870,4,2,unsat,little,never_thought,LEAVE
13373,one,77869,174,20,353722,340,10,4,very_sat,very_high,considering,LEAVE
13374,zero,142532,158,0,180747,279,23,13,unsat,high,no,STAY
13375,zero,121103,0,5,293938,435,1,4,very_unsat,high,actively_looking_into_it,STAY
13377,zero,128088,68,0,232419,750,3,8,very_unsat,high,considering,STAY
13378,one,142570,157,6,933814,522,16,1,very_unsat,very_high,considering,LEAVE
13379,zero,43257,166,33,283794,236,23,2,very_unsat,little,no,LEAVE
13383,zero,94944,0,17,260579,334,1,5,unsat,very_high,considering,LEAVE
13384,one,104497,70,33,336317,712,4,1,very_sat,little,never_thought,LEAVE
13385,zero,66981,0,0,274818,300,0,13,very_unsat,very_high,considering,LEAVE
13386,zero,139393,27,59,570330,861,5,2,unsat,little,considering,STAY
13387,one,44204,80,0,234719,254,14,8,very_unsat,little,no,LEAVE
13389,one,27400,198,0,277793,334,29,10,unsat,very_little,no,LEAVE
13390,one,115437,50,57,321667,738,5,1,unsat,little,considering,STAY
13391,one,102226,0,82,926326,408,1,1,avg,little,considering,STAY
13393,zero,43919,87,85,550651,137,5,2,very_sat,very_little,considering,LEAVE
13394,one,101795,209,0,722589,572,22,14,unsat,little,considering,LEAVE
13395,one,153758,47,0,792115,253,4,9,very_sat,very_high,no,STAY
13397,zero,109109,53,61,474827,485,3,2,unsat,little,considering,STAY
13398,one,40684,160,59,343583,225,21,4,unsat,very_high,no,STAY
13399,zero,58537,91,5,200654,302,1,6,unsat,very_high,considering,STAY
13400,zero,117177,0,72,882677,341,1,1,very_sat,little,no,LEAVE
13401,zero,24976,47,0,828520,140,4,10,very_sat,very_high,considering,STAY
13403,one,74839,0,79,767711,374,0,2,very_sat,little,considering,LEAVE
13404,one,135881,61,13,285901,842,5,5,avg,little,no,LEAVE
13406,one,150656,208,12,293395,655,27,5,sat,little,considering,LEAVE
13407,zero,128192,0,21,713494,762,1,4,unsat,very_little,perhaps,LEAVE
13410,one,35552,0,34,771922,238,1,2,very_unsat,little,never_thought,STAY
13411,one,155788,44,7,227272,893,0,15,very_unsat,very_high,never_thought,STAY
13413,one,78216,0,6,449599,350,1,6,very_unsat,little,considering,STAY
13414,one,67609,0,20,476711,313,0,6,very_unsat,very_little,considering,STAY
13415,zero,104962,51,20,425068,642,5,6,very_unsat,little,considering,LEAVE
13416,zero,82470,47,61,272385,322,4,1,very_unsat,very_high,considering,STAY
13417,one,76140,0,0,325959,169,1,14,very_unsat,very_little,never_thought,LEAVE
13418,one,133827,89,12,165026,887,3,4,very_sat,very_high,no,STAY
13419,one,56029,0,12,215921,257,4,6,sat,very_little,considering,STAY
13420,one,30321,216,70,911681,234,10,10,avg,little,considering,STAY
13422,zero,99386,51,0,456322,392,3,13,very_unsat,very_high,considering,LEAVE
13423,zero,22632,193,77,946473,136,10,1,very_unsat,very_little,considering,STAY
13425,zero,113002,0,20,248141,880,1,6,sat,very_high,actively_looking_into_it,STAY
13428,zero,47329,63,0,263839,340,5,13,unsat,very_high,no,LEAVE
13430,zero,34850,0,16,376491,164,11,4,unsat,very_high,actively_looking_into_it,STAY
13433,one,24661,198,56,274486,216,24,1,unsat,high,considering,LEAVE
13435,zero,89056,78,0,289660,340,4,9,very_sat,high,considering,LEAVE
13438,one,71977,88,39,668264,351,4,2,unsat,very_high,considering,STAY
13439,zero,133988,0,24,474006,521,1,6,very_unsat,little,no,STAY
13440,zero,25692,69,0,611036,243,4,10,unsat,very_little,no,STAY
13441,zero,39158,150,0,584974,218,22,12,very_unsat,very_little,no,LEAVE
13442,zero,134857,51,0,710961,395,5,14,very_sat,very_little,considering,STAY
13443,one,110835,0,23,275408,848,1,4,very_sat,high,actively_looking_into_it,STAY
13444,one,41802,85,12,809907,228,3,1,very_sat,little,no,STAY
13445,one,115060,32,0,179757,575,4,8,very_sat,very_little,no,LEAVE
13446,zero,25114,244,20,186652,168,18,5,very_unsat,little,never_thought,LEAVE
13447,zero,79119,66,88,993944,318,5,2,very_unsat,little,considering,LEAVE
13450,zero,112761,212,0,227908,866,11,9,very_sat,very_little,actively_looking_into_it,LEAVE
13451,one,23714,77,28,518739,200,4,1,sat,very_little,actively_looking_into_it,LEAVE
13452,zero,98138,50,23,911606,332,3,4,very_unsat,little,actively_looking_into_it,STAY
13453,zero,24069,0,19,612652,147,0,6,unsat,very_little,actively_looking_into_it,STAY
13455,zero,37367,222,84,347039,143,24,2,very_unsat,very_little,perhaps,LEAVE
13457,one,102967,33,0,493138,645,5,13,unsat,little,considering,STAY
13459,one,132913,207,75,668845,739,18,10,avg,avg,considering,LEAVE
13460,zero,28764,64,0,314913,583,1,13,very_unsat,very_little,never_thought,LEAVE
13462,one,37946,44,12,739246,214,4,6,very_unsat,very_high,considering,LEAVE
13463,one,113108,210,0,276697,455,24,15,very_sat,very_high,actively_looking_into_it,LEAVE
13464,one,62634,196,0,335276,398,21,11,unsat,very_high,considering,LEAVE
13466,one,129262,0,10,593152,514,1,6,very_unsat,high,considering,STAY
13467,one,105158,47,51,219873,477,3,2,very_sat,little,actively_looking_into_it,LEAVE
13469,zero,80252,178,10,588134,274,25,6,very_unsat,very_little,perhaps,LEAVE
13470,zero,26669,0,56,804464,240,5,2,very_sat,little,considering,STAY
13473,zero,126998,0,88,158032,510,3,2,sat,very_little,considering,LEAVE
13474,one,121693,54,0,821194,611,4,14,very_unsat,very_little,considering,LEAVE
13475,one,35863,0,0,295202,196,1,4,very_unsat,very_high,considering,LEAVE
13476,zero,131182,0,0,650709,569,0,15,very_unsat,high,no,LEAVE
13477,one,91734,192,44,494728,300,21,1,very_sat,very_high,no,LEAVE
13478,zero,139116,0,0,922772,590,0,9,very_unsat,very_little,actively_looking_into_it,LEAVE
13480,one,71639,193,0,504302,249,15,11,sat,very_high,actively_looking_into_it,LEAVE
13481,zero,140137,72,7,975565,781,4,5,very_unsat,little,considering,STAY
13482,one,29939,0,54,522827,196,0,2,very_unsat,very_high,actively_looking_into_it,LEAVE
13484,one,128504,186,0,749529,465,1,10,very_unsat,little,actively_looking_into_it,LEAVE
13485,one,95107,81,0,245426,275,5,14,very_sat,little,no,STAY
13487,one,47825,196,0,361774,166,23,8,unsat,very_little,no,STAY
13488,one,49479,181,11,917220,631,21,4,very_unsat,very_little,considering,LEAVE
13489,one,114669,206,21,226489,436,0,5,very_unsat,little,considering,STAY
13490,zero,29207,53,0,935311,154,5,14,very_sat,little,actively_looking_into_it,STAY
